,gold_labels,bert_labels,logr_labels,cnn_w2v,ct_bert_outputs,ct_bert_labels,bert_outputs,cnn_glove_outputs,cnn_glove_labels,cnn_w2v_outputs,cnn_w2v_labels,ct_bert_probs,bert_probs,ensemble_prob,ensemble_labels,ensemble_avg_prob,ensemble_avg_labels,ensemble_best1_prob,ensemble_best1_labels,Text,albert_outputs,albert_labels,albert_probs,cnn_w2v_probs,cnn_glove_probs,voted_bert_labels
40,0,0,0,0,"(4.868122, -4.7962136)",0,"(2.3949947, -2.9451427)",0.10441383,0,0.04994609,0,"(0.9999364954566977, 6.350454330214455e-05)","(0.9952276725181395, 0.0047723274818603405)",0.048188254248482505,0,"(3.843875795657644, 0.15612420434235644)",0,"(0.9999364954566977, 6.350454330214455e-05)",0,@USER @USER @USER What is the Covid-19 death count for today Thursday April 2nd? #CNNTownHall,"(3.5182233, -2.8567429)",0,"(0.9982992202009459, 0.0017007797990543033)","(0.9500539100000001, 0.04994609)","(0.89558617, 0.10441383)",0
41,0,0,0,0,"(5.4392405, -5.3019724)",0,"(2.4028106, -2.9462028)",0.0005036979,0,4.68669e-05,0,"(0.9999783657864216, 2.163421357857793e-05)","(0.9952696447744732, 0.004730355225526713)",0.006498347003555836,0,"(3.99935558552718, 0.0006444144728200825)",0,"(0.9999783657864216, 2.163421357857793e-05)",0,Part 2 - Homeless Shelter set up at 5:30 p.m. today at Echo Park Community Center and other City Recreation Centers to combat spread of COVID-19 Key Facts · Populations at centers will be kept homogeneous… HTTPURL,"(4.7452316, -4.7905526)",0,"(0.9999277845407584, 7.221545924150462e-05)","(0.9999531331, 4.68669e-05)","(0.9994963021, 0.0005036979)",0
42,0,0,0,0,"(5.2493715, -5.6535983)",0,"(2.404422, -2.9475863)",0.26193243,0,0.004730717299999999,0,"(0.9999815968406321, 1.8403159367587716e-05)","(0.9952837238069614, 0.004716276193038313)",0.07513357704256313,0,"(3.733227667110021, 0.26677233288997876)",0,"(0.9999815968406321, 1.8403159367587716e-05)",0,Florence Immigration court handles both cases of non-citizens w criminal convictions and asylum seekers who have been placed in removal proceedings. ICE &amp; CoreCivic have no protocols to prevent &amp; mitigate spread of #COVIDー19 &amp; absolutely no efforts to protect ppl in detention.,"(4.680651, -4.626303)",0,"(0.9999092175693884, 9.078243061115189e-05)","(0.9952692827, 0.004730717299999999)","(0.73806757, 0.26193243)",0
43,0,0,0,0,"(5.1216493, -5.692143)",0,"(2.4050982, -2.9535503)",0.03683873,0,0.00041220136,0,"(0.9999798803260845, 2.0119673914913598e-05)","(0.9953147908375632, 0.004685209162436626)",0.015556377799453628,0,"(3.962644252730367, 0.03735574726963273)",0,"(0.9999798803260845, 2.0119673914913598e-05)",0,South Florida cities pressure counties to issue shelter-in-place orders amid COVID-19 City officials in both Miami-Dade County and Broward County are pressing county leaders to issue decrees telling people to stay home to slow the spread of the novel c... HTTPURL HTTPURL,"(4.6870832, -4.6892715)",0,"(0.9999153037642825, 8.469623571781203e-05)","(0.99958779864, 0.00041220136)","(0.96316127, 0.03683873)",0
44,1,1,1,1,"(-5.5147643, 5.805749)",1,"(-2.96068, 3.3134341)",0.998884,1,0.99986315,1,"(1.2121553346572042e-05, 0.9999878784466532)","(0.0018809152483240828, 0.9981190847516759)",0.9992366127113153,1,"(0.0013061045412159221, 3.998693895458784)",1,"(1.2121553346572042e-05, 0.9999878784466532)",1,"@USER @USER @USER A person who visited the nursing home in Kirkland flew back to NC and was confirmed as being infected with coronavirus. The infected person is in Wake County, NC and now today it has been announced that there is a second person with coronavirus in Chatham County, NC.","(-4.801441, 5.297218)",1,"(4.1132987869377987e-05, 0.9999588670121308)","(0.00013684999999996617, 0.99986315)","(0.0011160000000000059, 0.998884)",1
45,0,1,1,1,"(-5.0460978, 5.385177)",1,"(-2.9618144, 3.3097923)",0.9983808000000001,1,0.99984837,1,"(2.9494572487873133e-05, 0.9999705054275122)","(0.0018856284686987748, 0.9981143715313011)",0.9980352722082482,1,"(0.0018929813310126714, 3.9981070186689878)",1,"(2.9494572487873133e-05, 0.9999705054275122)",1,"@USER COVID-19 deaths in the US have exceeded the number of China. It is solely caused by US govt’s mishandling. Wuhan imposed a lockdown on Jan. 23, sending a clear warning. The US only had 1 confirmed case then and there was time. Trump administration has failed the American people.","(-4.445254, 4.841262)",1,"(9.265675852490841e-05, 0.9999073432414752)","(0.0001516299999999582, 0.99984837)","(0.0016191999999999318, 0.9983808000000001)",1
46,0,0,0,0,"(5.1535716, -5.5443726)",0,"(2.4083025, -2.9500995)",0.40368065,0,0.38883367,0,"(0.9999774091768866, 2.2590823113408727e-05)","(0.9953136412041133, 0.004686358795886875)",0.20756585544705602,0,"(3.2073295500246672, 0.7926704499753328)",0,"(0.9999774091768866, 2.2590823113408727e-05)",0,"Interesting fact about #Kuwait in light of the #coronavirus outbreak: Hundreds of years ago, male Kuwaiti sailors returned to Kuwait &amp; found out that, while they were gone, most of the women &amp; children died due to a plague. So they started bringing new wives from Iran, Iraq, etc.","(4.6972427, -4.2237396)",0,"(0.9998664608477806, 0.0001335391522193519)","(0.61116633, 0.38883367)","(0.59631935, 0.40368065)",0
47,0,0,0,0,"(5.3717856, -5.714692)",0,"(2.4038095, -2.9426134)",0.16877794,0,0.010226604,0,"(0.9999846821679986, 1.5317832001178282e-05)","(0.9952574330942564, 0.004742566905743448)",0.05266548399871712,0,"(3.820814559078114, 0.17918544092188557)",0,"(0.9999846821679986, 1.5317832001178282e-05)",0,"Many Africa countries still record just 1 or less active case per 100,000 people (but yes, tests are limited in many places). #Egypt has similar active #coronavirus cases as Beijing and Shanghai (in China cases are often now imported from abroad) HTTPURL","(4.560801, -4.145095)",0,"(0.9998344209101153, 0.00016557908988441435)","(0.989773396, 0.010226604)","(0.83122206, 0.16877794)",0
48,1,1,1,1,"(-5.5543046, 5.7716694)",1,"(-2.960361, 3.314168)",0.99999714,1,0.9999999,1,"(1.2055542375283373e-05, 0.9999879444576246)","(0.001880136485396071, 0.998119863514604)",0.9999322678635968,1,"(6.119042952028829e-05, 3.9999388095704798)",1,"(1.2055542375283373e-05, 0.9999879444576246)",1,"Ouch. 2 #coronavirus cases in Broward County (South FL, Ft. Lauderdale), 1 death in Lee County (Southwest FL, Ft. Myers), 1 death in Santa Rosa County (panhandle east of Pensacola). 200 FL people tested so far with 12 positive, 100 negative, 88 pending. HTTPURL","(-4.764048, 5.2189803)",1,"(4.6174887145008614e-05, 0.9999538251128549)","(9.999999994736442e-08, 0.9999999)","(2.8600000000489345e-06, 0.99999714)",1
49,1,1,0,0,"(-3.223392, 3.4268506)",1,"(-1.703505, 2.073484)",0.02140082,0,0.004992992,0,"(0.0012920366952944556, 0.9987079633047055)","(0.02237921988184365, 0.9776207801181563)",0.2993745717090639,0,"(1.975390324443941, 2.024609675556059)",1,"(0.0012920366952944556, 0.9987079633047055)",1,"Oh, he was sick before getting on the flight back to Australia. So Vail, Denver and possibly LA (if the layover was long enough) are suspect. I bet the LA airport is where he got it :( #coronavirus","(-3.6238809, 3.992456)",1,"(0.0004920997486466419, 0.9995079002513533)","(0.995007008, 0.004992992)","(0.97859918, 0.02140082)",1
50,1,1,0,1,"(-5.4350266, 5.7116055)",1,"(-2.9612236, 3.3095763)",0.99411994,1,0.99802196,1,"(1.4423575196147032e-05, 0.9999855764248036)","(0.0018871475354916515, 0.9981128524645082)",0.9963454269335824,1,"(0.00797693160063229, 3.9920230683993676)",1,"(1.4423575196147032e-05, 0.9999855764248036)",1,"Wuhan reported no new coronavirus cases for the third straight day. In Hubei, the province Wuhan is located in, some of the restrictions placed to stop coronavirus' spread have been lifted. (Via @USER","(-4.224003, 4.9430966)",1,"(0.00010440802543616349, 0.9998955919745638)","(0.0019780400000000142, 0.99802196)","(0.005880059999999965, 0.99411994)",1
51,0,1,0,0,"(-4.8824024, 5.3506646)",1,"(-2.9600606, 3.307205)",0.20530991,0,0.06854945400000001,0,"(3.596001394170678e-05, 0.9999640399860581)","(0.001893816427743705, 0.9981061835722563)",0.5652366112815919,1,"(1.7302322024387715, 2.269767797561228)",1,"(3.596001394170678e-05, 0.9999640399860581)",1,@USER @USER Ebola percentages are ridiculously high. HTTPURL It's amazing they were able to contain it. Think only 4 people in the US died. It's odd that such a deadly virus vs covid with a much lower percentage has been used to lock down the world.,"(-2.5614862, 2.942105)",1,"(0.004055606424829696, 0.9959443935751701)","(0.931450546, 0.06854945400000001)","(0.79469009, 0.20530991)",1
52,1,1,1,1,"(-5.5207796, 5.764575)",1,"(-2.9602587, 3.3135257)",0.99915683,1,0.99973875,1,"(1.255530647090673e-05, 0.9999874446935288)","(0.0018815343213195556, 0.9981184656786802)",0.9988598714653538,1,"(0.0011888147455428285, 3.998811185254457)",1,"(1.255530647090673e-05, 0.9999874446935288)",1,BBC News - Coronavirus: UK to unveil new financial measures to support economy The number of people who have died with the virus in the UK has reached 55. HTTPURL #coronavirus #covidー19uk #Covid_19 #CloseTheSchoolsNow #كورونا #اجمل_ايام_حبك #اليمن,"(-4.5314026, 5.0096025)",1,"(7.183943907192697e-05, 0.9999281605609281)","(0.00026124999999999066, 0.99973875)","(0.0008431700000000042, 0.99915683)",1
53,1,0,1,1,"(4.753779, -5.395072)",0,"(2.4051352, -2.9483693)",0.91636455,1,0.9203258,1,"(0.9999608805244954, 3.911947550434465e-05)","(0.9952907418170741, 0.0047092581829256425)",0.48778223435033097,0,"(1.172341171659947, 2.8276588283400526)",1,"(0.9999608805244954, 3.911947550434465e-05)",0,"Today I had a heartbreaking conversation with a family in #Queens. Three adults in the household who are monolingual Spanish-speakers: two seniors, one a cancer survivor, and their adult child in school. They all have COVID. @USER @USER #COVID19 #covid19nyc 1/","(-1.9757017, 2.7178986)",1,"(0.00907064113545164, 0.990929358864548)","(0.07967420000000003, 0.9203258)","(0.08363544999999994, 0.91636455)",0
54,0,0,0,0,"(5.3963223, -5.5738)",0,"(2.4061306, -2.9398508)",0.00025961478,0,8.373938000000002e-07,0,"(0.9999827920575103, 1.7207942489382098e-05)","(0.9952553487254334, 0.004744651274566665)",0.007089981502185953,0,"(3.9996338576244317, 0.0003661423755679784)",0,"(0.9999827920575103, 1.7207942489382098e-05)",0,@USER @USER @USER Can you list a single brownfield site that could accommodate the Home Bargain proposed unit? I suspect a lot of people are going to eat their words about the logistics industry when it becomes vital in getting us through Coronavirus...,"(4.739591, -4.593029)",0,"(0.9999115177407216, 8.848225927859628e-05)","(0.9999991626062, 8.373938000000002e-07)","(0.99974038522, 0.00025961478)",0
55,0,0,0,0,"(5.416712, -5.8110733)",0,"(2.4032447, -2.949636)",4.602664000000002e-05,0,2.081584e-06,0,"(0.9999867006926013, 1.3299307398466053e-05)","(0.9952878171123739, 0.004712182887626133)",0.004587748438481776,0,"(3.9998557238880617, 0.00014427611193776782)",0,"(0.9999867006926013, 1.3299307398466053e-05)",0,"Thanks to technology, the tele-consultation with AR, 5G and 3D modeling facilitates clinical treatment and contributes to the recovery rate. This is the technological aspect of China Solution’s to fight against the #COVID-19 @USER","(4.7102547, -4.687917)",0,"(0.9999171314194605, 8.286858053930174e-05)","(0.999997918416, 2.081584e-06)","(0.99995397336, 4.602664000000002e-05)",0
56,1,1,1,1,"(-4.7855706, 5.116231)",1,"(-2.9620283, 3.3089767)",0.9890035,1,0.9997652,1,"(5.008186040929392e-05, 0.9999499181395911)","(0.001886761251425318, 0.9981132387485748)",0.9708210969169146,1,"(0.013384588932705065, 3.9866154110672953)",1,"(5.008186040929392e-05, 0.9999499181395911)",1,"“To make a film means to take a position, and when I take a position, I am educating people” - Sarah Maldoror, 1st woman of colour to have directed a movie, incl. Monangambee (1969) &amp; Sambizanga (1972), died from Covid-19. She remains an inspiration today. #WomenShapingTheWorld HTTPURL","(-2.735169, 3.4270175)",1,"(0.0021032070722958266, 0.9978967929277042)","(0.00023479999999997947, 0.9997652)","(0.010996499999999965, 0.9890035)",1
57,1,1,0,0,"(-4.9202485, 5.045409)",1,"(-2.9605825, 3.3126888)",0.9212116,1,0.035194807,0,"(4.6983950887151896e-05, 0.999953016049113)","(0.0018824981664406876, 0.9981175018335593)",0.7371002154304295,1,"(1.0437045772819105, 2.9562954227180898)",1,"(4.6983950887151896e-05, 0.999953016049113)",1,"A London-based doctor who ignored orders to self-isolate after showing Covid-19 symptoms has been found dead at his flat near Berlin, causing concern he could have infected other people on his journey from the UK. HTTPURL","(-4.58551, 5.0710483)",1,"(6.400033102328616e-05, 0.999935999668977)","(0.964805193, 0.035194807)","(0.07878839999999998, 0.9212116)",1
58,0,0,0,0,"(4.913362, -5.3447504)",0,"(2.3801785, -2.9433603)",0.7166366,1,0.017251797,0,"(0.9999649294030123, 3.507059698767056e-05)","(0.9951481850291154, 0.004851814970884463)",0.21752028629846606,0,"(3.2656967881751156, 0.7343032118248844)",0,"(0.9999649294030123, 3.507059698767056e-05)",0,Vegetable market Peshawar KP.! People here are least worried about #COVID19 .! 1 infected Asymptomatic person and he would be transmitting it to complete city inside and outside ! HTTPURL,"(3.7478988, -4.127734)",0,"(0.9996202557721031, 0.00037974422789680326)","(0.982748203, 0.017251797)","(0.28336340000000004, 0.7166366)",0
59,1,1,1,1,"(-5.501054, 5.817789)",1,"(-2.9602885, 3.3139732)",0.9846709000000001,1,0.999647,1,"(1.2141816649482323e-05, 0.9999878581833509)","(0.001880638167791058, 0.9981193618322091)",0.9954538281975456,1,"(0.0157464089355077, 3.9842535910644927)",1,"(1.2141816649482323e-05, 0.9999878581833509)",1,Interesting 2 #COVIDー19 cases just announced in #BrowardCounty I took this picture last Friday outside ER room at Memorial Regional Hospital. #Florida HTTPURL,"(-4.516196, 5.34481)",1,"(5.2167118858295416e-05, 0.9999478328811415)","(0.0003530000000000477, 0.999647)","(0.015329099999999873, 0.9846709000000001)",1
60,0,0,1,0,"(5.162494, -5.47792)",0,"(2.4046168, -2.9479918)",0.42978764,0,0.121534206,0,"(0.999976071442285, 2.3928557715361315e-05)","(0.995286540797302, 0.004713459202698129)",0.14467478322177915,0,"(3.4485160930187337, 0.5514839069812673)",0,"(0.999976071442285, 2.3928557715361315e-05)",0,"#Breaking: #SouthKorea will impose a 14-day mandatory quarantine on all arrivals from overseas, starting April, to curb imported #coronavirus #COVID19 cases from rising. HTTPURL HTTPURL","(4.5080366, -4.379123)",0,"(0.9998618675764483, 0.00013813242355185)","(0.878465794, 0.121534206)","(0.57021236, 0.42978764)",0
61,0,1,0,0,"(2.9427047, -2.3777912)",0,"(-2.952123, 3.162212)",0.00015406941999999998,0,9.137173e-06,0,"(0.995133470913332, 0.004866529086668036)","(0.002206068063065556, 0.9977939319369347)",0.2477579250664016,0,"(3.994501253219722, 0.005498746780277725)",0,"(0.995133470913332, 0.004866529086668036)",0,"🇯🇵 Japan: ✨✨✨🔹🔥🔷🔥🔹✨✨ Fast spreading and worsening a little, contagion. Est. 0.01% of pop. infected. Danger of uncontrolled growth. Proj. death toll 526,764 after 87 days. 🕛 11/04 #Covid 1/4","(3.910815, -3.7536)",0,"(0.9995309888993903, 0.0004690111006096892)","(0.999990862827, 9.137173e-06)","(0.99984593058, 0.00015406941999999998)",0
62,1,1,1,1,"(-5.463336, 5.7503414)",1,"(-2.9604752, 3.3139894)",0.9999645,1,0.99996924,1,"(1.3488259894061442e-05, 0.9999865117401062)","(0.001880257342414242, 0.9981197426575856)",0.9994379529445736,1,"(0.00014393881385782608, 3.999856061186142)",1,"(1.3488259894061442e-05, 0.9999865117401062)",1,This is wrong information. There are not 250+ cases in 1 day. Total number of cases in India at present is 250+. #COVIDー19,"(-4.607009, 5.0465813)",1,"(6.419055396377997e-05, 0.9999358094460359)","(3.076000000001855e-05, 0.99996924)","(3.5499999999966114e-05, 0.9999645)",1
63,0,0,0,1,"(4.413218, -3.9697816)",0,"(2.405723, -2.9578736)",0.98748535,1,0.834516,1,"(0.999771329463753, 0.00022867053624731241)","(0.9953378086438144, 0.004662191356185785)",0.4743299619409904,0,"(2.177483339147428, 1.8225166608525725)",0,"(0.999771329463753, 0.00022867053624731241)",0,"Birx, April 3: NY &amp; NJ have 35% positives… Louisiana: 26% of their tests are positive. MI, CT, IN, GA, IL: “so that should tell you where the next hot spots are coming -- are at 15% test positive."" Connecticut Could Be One of the Next COVID-19 Hotspots HTTPURL","(4.1371837, -4.019812)",0,"(0.999713359683675, 0.0002866403163252045)","(0.16548399999999996, 0.834516)","(0.01251464999999996, 0.98748535)",0
64,1,1,1,1,"(-5.4726534, 5.6692915)",1,"(-2.9624598, 3.3136547)",0.9566949,1,0.58862334,1,"(1.44913390854899e-05, 0.9999855086609148)","(0.001877163482212039, 0.998122836517788)",0.8850576907711734,1,"(0.45479397132802457, 3.5452060286719758)",1,"(1.44913390854899e-05, 0.9999855086609148)",1,Cherokee County residents concerned after positive test for COVID-19 in NW Georgia HTTPURL,"(-4.3574147, 4.875892)",1,"(9.77199889391605e-05, 0.999902280011061)","(0.41137665999999995, 0.58862334)","(0.043305099999999985, 0.9566949)",1
65,1,1,1,1,"(-5.1721244, 5.3064237)",1,"(-2.961142, 3.3135257)",0.9781360999999998,1,0.9990496,1,"(2.8132748500478288e-05, 0.9999718672514994)","(0.0018798762187400458, 0.9981201237812599)",0.988251457920838,1,"(0.02289716259095884, 3.9771028374090416)",1,"(2.8132748500478288e-05, 0.9999718672514994)",1,Delhi: A possibly infected #COVID19 patient jumped from the 3rd floor of #AIIMS Jai Prakash Narayan Apex Trauma Center today and suffered a fracture in his leg. His condition is stable. His COVID19 test result is awaited.,"(-4.5370197, 5.276027)",1,"(5.4729842458184476e-05, 0.9999452701575419)","(0.0009504000000000179, 0.9990496)","(0.021863900000000158, 0.9781360999999998)",1
66,1,0,0,1,"(3.316022, -3.8809085)",0,"(2.371893, -2.9406364)",0.9851363999999999,1,0.6951904999999999,1,"(0.9992516794288189, 0.0007483205711808393)","(0.9950947378036642, 0.004905262196335537)",0.5628848976482175,1,"(1.3190215358208168, 2.680978464179183)",1,"(0.9992516794288189, 0.0007483205711808393)",0,"Wuhan hero: Li Wenliang, the whistleblower doctor who died Feb. 7, reprimanded by #ChinaCoverUp authorities for warning about the outbreak of the new #coronavirus. From his deathbed that he believed in the importance of free speech HTTPURL","(-4.384818, 4.8583994)",1,"(9.675639199807084e-05, 0.9999032436080024)","(0.30480950000000007, 0.6951904999999999)","(0.014863600000000088, 0.9851363999999999)",0
